variety_name,crop_type_en,crop_type_sw,tosci_certified,source_url,tpri_registered
Lyamungu 90,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=24,False
MABEL RZ F1,melon,Melon,True,https://www.tosci.go.tz/seed-varieties?page=24,False
Macia,sorghum,Mtama,True,https://www.tosci.go.tz/seed-varieties?page=24,False
Madiira 1,amaranth,Amaranth,True,https://www.tosci.go.tz/seed-varieties?page=24,False
Madiira 2,amaranth,Amaranth,True,https://www.tosci.go.tz/seed-varieties?page=24,False
MAHYCO C569,cotton,Pamba,True,https://www.tosci.go.tz/seed-varieties?page=24,False
MAHYCO C577,cotton,Pamba,True,https://www.tosci.go.tz/seed-varieties?page=24,False
MAHYCO C579,cotton,Pamba,True,https://www.tosci.go.tz/seed-varieties?page=25,False
MAKANYANGA,mpunga,Mpunga,True,https://www.tosci.go.tz/seed-varieties?page=25,False
Makete-I Naked barley),barley,Shayiri,True,https://www.tosci.go.tz/seed-varieties?page=25,False
Makutupora,cassava,Muhogo,True,https://www.tosci.go.tz/seed-varieties?page=25,False
Makutupora Red,grape,Grape Vine,True,https://www.tosci.go.tz/seed-varieties?page=25,False
MALAIKA,okra,Bamia,True,https://www.tosci.go.tz/seed-varieties?page=25,False
MALALA,african,African Nightshade,True,https://www.tosci.go.tz/seed-varieties?page=25,False
Mali,pigeon pea,Mbaazi,True,https://www.tosci.go.tz/seed-varieties?page=25,False
MALIKIA F1,papaya,Papai,True,https://www.tosci.go.tz/seed-varieties?page=25,False
Malkia F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=25,False
Mamba,wheat,Ngano,True,https://www.tosci.go.tz/seed-varieties?page=25,False
MAMBA F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=25,False
MAMSH 457,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=25,False
MAMSH 458,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=25,False
MAMSH 591,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=25,False
MAMSH913,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=25,False
Mangaka-09,other,Nyingine,True,https://www.tosci.go.tz/seed-varieties?page=25,False
Manitou,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=25,False
MAPEMA F1,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=25,False
Markies,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=25,False
Mart F1,kale,Sukuma Wiki,True,https://www.tosci.go.tz/seed-varieties?page=26,False
Maruku 1,coffee,Kahawa,True,https://www.tosci.go.tz/seed-varieties?page=26,False
Maruku 2 (Robusta),coffee,Kahawa,True,https://www.tosci.go.tz/seed-varieties?page=26,False
Masasi-09,ground,Ground Nut,True,https://www.tosci.go.tz/seed-varieties?page=26,False
MASSA,cucumber,Tango,True,https://www.tosci.go.tz/seed-varieties?page=26,False
Mataya,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=26,False
MATEJKO RZ F1,onion,Vitunguu,True,https://www.tosci.go.tz/seed-varieties?page=26,False
Mavuno,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=26,False
MAX BELL,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=26,False
MAXIMUS RZ,lettuce,Saladi,True,https://www.tosci.go.tz/seed-varieties?page=26,False
MAYA F1,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=26,False
Mazao,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=26,False
MBAWAMBILI,mpunga,Mpunga,True,https://www.tosci.go.tz/seed-varieties?page=26,False
Mbayuwayu,wheat,Ngano,True,https://www.tosci.go.tz/seed-varieties?page=26,False
Mbuni,wheat,Ngano,True,https://www.tosci.go.tz/seed-varieties?page=26,False
MEHHE,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=26,False
MEKONG F1,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=26,False
MERCEDES,onion,Vitunguu,True,https://www.tosci.go.tz/seed-varieties?page=26,False
Meremeta,cassava,Muhogo,True,https://www.tosci.go.tz/seed-varieties?page=26,False
Merina,wheat,Ngano,True,https://www.tosci.go.tz/seed-varieties?page=26,False
Meru,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=27,False
MERU GIANT,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=27,False
MERU H500,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=27,False
MERU H501,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=27,False
MERU H600,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=27,False
MERU HB 505,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=27,False
MERU HB 507,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=27,False
MERU HB 509,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=27,False
MERU HB 621,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=27,False
MERU HB515,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=27,False
MERU LISHE 503,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=27,False
MERU LISHE 511,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=27,False
MERU SUPER,onion,Vitunguu,True,https://www.tosci.go.tz/seed-varieties?page=27,False
MERUEHT1,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=27,False
MEXTIZO,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=27,False
MFALME F1,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=27,False
Mhanje-09,ground,Ground Nut,True,https://www.tosci.go.tz/seed-varieties?page=27,False
MICHEL,sunflower,Alizeti,True,https://www.tosci.go.tz/seed-varieties?page=27,False
MICHELE F1,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=27,False
Michihili,kale,Sukuma Wiki,True,https://www.tosci.go.tz/seed-varieties?page=28,False
MILELE F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=28,False
MINOR EARLY,radish,Radish,True,https://www.tosci.go.tz/seed-varieties?page=28,False
Mkombozi,cassava,Muhogo,True,https://www.tosci.go.tz/seed-varieties?page=28,False
MKOMBOZI F1,watermelon,Tikiti Maji,True,https://www.tosci.go.tz/seed-varieties?page=28,False
Mkulima,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=28,False
Mkumba,cassava,Muhogo,True,https://www.tosci.go.tz/seed-varieties?page=28,False
Mkuranga-1,cassava,Muhogo,True,https://www.tosci.go.tz/seed-varieties?page=28,False
Mlezi,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=28,False
MONALISA F1,cucumber,Tango,True,https://www.tosci.go.tz/seed-varieties?page=28,False
MONDAÏ RZ,lettuce,Saladi,True,https://www.tosci.go.tz/seed-varieties?page=28,False
MONDIAL RZ F1,radish,Radish,True,https://www.tosci.go.tz/seed-varieties?page=28,False
MONEERA,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=28,False
MONICA,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=28,False
MONICA F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=28,False
MONTARA F1,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=28,False
MONTEAZUL,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=28,False
MORGAN Rijk,watermelon,Tikiti Maji,True,https://www.tosci.go.tz/seed-varieties?page=28,False
MOROGORO F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=28,False
MOSCATEL RZ F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=28,False
MOYO F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=29,False
Mshindi,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=29,False
MSHINDI F1,watermelon,Tikiti Maji,True,https://www.tosci.go.tz/seed-varieties?page=29,False
Mtondo 2013,sesame,Ufuta,True,https://www.tosci.go.tz/seed-varieties?page=29,False
MTWARANUT 2016,ground,Ground Nut,True,https://www.tosci.go.tz/seed-varieties?page=29,False
MUJUNZA,maharage,Maharage,True,https://www.tosci.go.tz/seed-varieties?page=29,False
Muleba 1,coffee,Kahawa,True,https://www.tosci.go.tz/seed-varieties?page=29,False
Mumba,cassava,Muhogo,True,https://www.tosci.go.tz/seed-varieties?page=29,False
MWANGAZA,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=29,False
Mwanza 1,peas,Mbaazi Ndogo,True,https://www.tosci.go.tz/seed-varieties?page=29,False
Mwanza 2,peas,Mbaazi Ndogo,True,https://www.tosci.go.tz/seed-varieties?page=29,False
Mwendokasi,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=29,False
Mwenezi,soybean,Soya,True,https://www.tosci.go.tz/seed-varieties?page=29,False
MYDAS,cucumber,Tango,True,https://www.tosci.go.tz/seed-varieties?page=29,False
N 19,sugarcane,Miwa,True,https://www.tosci.go.tz/seed-varieties?page=29,False
N 25,sugarcane,Miwa,True,https://www.tosci.go.tz/seed-varieties?page=29,False
N 30,sugarcane,Miwa,True,https://www.tosci.go.tz/seed-varieties?page=29,False
N 39-1,coffee,Kahawa,True,https://www.tosci.go.tz/seed-varieties?page=29,False
N 39-2,coffee,Kahawa,True,https://www.tosci.go.tz/seed-varieties?page=30,False
N 39-3,coffee,Kahawa,True,https://www.tosci.go.tz/seed-varieties?page=30,False
N 39-4,coffee,Kahawa,True,https://www.tosci.go.tz/seed-varieties?page=30,False
N 39-5,coffee,Kahawa,True,https://www.tosci.go.tz/seed-varieties?page=30,False
N 39-6,coffee,Kahawa,True,https://www.tosci.go.tz/seed-varieties?page=30,False
N 39-7,coffee,Kahawa,True,https://www.tosci.go.tz/seed-varieties?page=30,False
N 41,sugarcane,Miwa,True,https://www.tosci.go.tz/seed-varieties?page=30,False
N36,sugarcane,Miwa,True,https://www.tosci.go.tz/seed-varieties?page=30,False
N39-10,coffee,Kahawa,True,https://www.tosci.go.tz/seed-varieties?page=30,False
N39-11,coffee,Kahawa,True,https://www.tosci.go.tz/seed-varieties?page=30,False
N39-12,coffee,Kahawa,True,https://www.tosci.go.tz/seed-varieties?page=30,False
N39-8,coffee,Kahawa,True,https://www.tosci.go.tz/seed-varieties?page=30,False
N39-9,coffee,Kahawa,True,https://www.tosci.go.tz/seed-varieties?page=30,False
N47,sugarcane,Miwa,True,https://www.tosci.go.tz/seed-varieties?page=30,False
NACHI 2015,ground,Ground Nut,True,https://www.tosci.go.tz/seed-varieties?page=30,False
Nachingwea-09,other,Nyingine,True,https://www.tosci.go.tz/seed-varieties?page=30,False
NACO MTAMA1,sorghum,Mtama,True,https://www.tosci.go.tz/seed-varieties?page=30,False
NACO SH1,sorghum,Mtama,True,https://www.tosci.go.tz/seed-varieties?page=30,False
NACO SH2,sorghum,Mtama,True,https://www.tosci.go.tz/seed-varieties?page=30,False
NALBA9-2017,cowpea,Choroko,True,https://www.tosci.go.tz/seed-varieties?page=30,False
NalBam -06,cowpea,Choroko,True,https://www.tosci.go.tz/seed-varieties?page=31,False
NALBAM 22- 2017,cowpea,Choroko,True,https://www.tosci.go.tz/seed-varieties?page=31,False
NalBam-03,cowpea,Choroko,True,https://www.tosci.go.tz/seed-varieties?page=31,False
NalBam-04,cowpea,Choroko,True,https://www.tosci.go.tz/seed-varieties?page=31,False
NALIENDELE 2016,ground,Ground Nut,True,https://www.tosci.go.tz/seed-varieties?page=31,False
Naliendele 92,sesame,Ufuta,True,https://www.tosci.go.tz/seed-varieties?page=31,False
Naliendele-09,ground,Ground Nut,True,https://www.tosci.go.tz/seed-varieties?page=31,False
NANCY RZ F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=31,False
NANTES,carrot,Karoti,True,https://www.tosci.go.tz/seed-varieties?page=31,False
NANTES CORELESS,carrot,Karoti,True,https://www.tosci.go.tz/seed-varieties?page=31,False
NARINUT 2015,ground,Ground Nut,True,https://www.tosci.go.tz/seed-varieties?page=31,False
NATA H 104,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=31,False
NATA H 105,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=31,False
NATA H401,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=31,False
NATA K 8,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=31,False
NATION RZ,lettuce,Saladi,True,https://www.tosci.go.tz/seed-varieties?page=31,False
NDOVU,watermelon,Tikiti Maji,True,https://www.tosci.go.tz/seed-varieties?page=31,False
Nduruma,african,African Nightshade,True,https://www.tosci.go.tz/seed-varieties?page=31,False
NEPTUNE F1,onion,Vitunguu,True,https://www.tosci.go.tz/seed-varieties?page=31,False
NERICA 1,rice,Mchele/Mpunga,True,https://www.tosci.go.tz/seed-varieties?page=31,False
NERICA 2,rice,Mchele/Mpunga,True,https://www.tosci.go.tz/seed-varieties?page=32,False
NERICA 4,rice,Mchele/Mpunga,True,https://www.tosci.go.tz/seed-varieties?page=32,False
NERICA 7,rice,Mchele/Mpunga,True,https://www.tosci.go.tz/seed-varieties?page=32,False
Ngoli,wheat,Ngano,True,https://www.tosci.go.tz/seed-varieties?page=32,False
NGURUMA,other,Nyingine,True,https://www.tosci.go.tz/seed-varieties?page=32,False
Nice F1,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=32,False
NIKOMATE F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=32,False
NJANO,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=32,False
Njano Uyole,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=32,False
Njombe 6,wheat,Ngano,True,https://www.tosci.go.tz/seed-varieties?page=32,False
NJOTO F1,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=32,False
NMD19,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=32,False
NMD20,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=32,False
NORA F1,okra,Bamia,True,https://www.tosci.go.tz/seed-varieties?page=32,False
NSFH 145,sunflower,Alizeti,True,https://www.tosci.go.tz/seed-varieties?page=32,False
NSFH 36,sunflower,Alizeti,True,https://www.tosci.go.tz/seed-varieties?page=32,False
NTA 93 -21,cotton,Pamba,True,https://www.tosci.go.tz/seed-varieties?page=32,False
NURU,okra,Bamia,True,https://www.tosci.go.tz/seed-varieties?page=32,False
Nyati,wheat,Ngano,True,https://www.tosci.go.tz/seed-varieties?page=33,False
NYATI F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=33,False
Nyota (Span cross),ground,Ground Nut,True,https://www.tosci.go.tz/seed-varieties?page=33,False
NYOTA F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=33,False
NZITO F1,watermelon,Tikiti Maji,True,https://www.tosci.go.tz/seed-varieties?page=33,False
OH102,okra,Bamia,True,https://www.tosci.go.tz/seed-varieties?page=33,False
OK 105 IS F1,okra,Bamia,True,https://www.tosci.go.tz/seed-varieties?page=33,False
OK 106 IS F1,okra,Bamia,True,https://www.tosci.go.tz/seed-varieties?page=33,False
OK 107 IS F1,okra,Bamia,True,https://www.tosci.go.tz/seed-varieties?page=33,False
Okoa,millet,Uwele,True,https://www.tosci.go.tz/seed-varieties?page=33,False
Olevolosi,african,African Nightshade,True,https://www.tosci.go.tz/seed-varieties?page=33,False
Oshirit F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=33,False
Oshma F1,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=33,False
P2809W,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=33,False
P2848W,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=33,False
P2859W,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=33,False
P3531W,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=33,False
P3812W,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=33,False
PAC 501,sorghum,Mtama,True,https://www.tosci.go.tz/seed-varieties?page=33,False
PAC 537,sorghum,Mtama,True,https://www.tosci.go.tz/seed-varieties?page=33,False
PAC8577,rice,Mchele/Mpunga,True,https://www.tosci.go.tz/seed-varieties?page=34,False
Padma F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=34,False
PAN 15,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=34,False
PAN 33,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=34,False
PAN 3M-01,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=34,False
PAN 3M-05,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=34,False
PAN 4 M-17,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=34,False
PAN 4M-11,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=34,False
PAN 4M-19,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=34,False
PAN 4M-21,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=34,False
PAN 4M-23,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=34,False
PAN 53,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=34,False
PAN 5M-35,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=34,False
PAN 6195,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=34,False
PAN 6243,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=34,False
PAN 63,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=34,False
PAN 6481,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=34,False
PAN 691,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=34,False
PAN 695,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=34,False
PAN 7352,sunflower,Alizeti,True,https://www.tosci.go.tz/seed-varieties?page=34,False
PAN 77,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=35,False
PAN 7M-81,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=35,False
PAN 7M-87,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=35,False
PAN 9M-91,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=35,False
PAN6549,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=35,False
Panamera,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=35,False
PASARELLA,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=35,False
Pasi,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=35,False
PATA NEGRA,watermelon,Tikiti Maji,True,https://www.tosci.go.tz/seed-varieties?page=35,False
Pato,sorghum,Mtama,True,https://www.tosci.go.tz/seed-varieties?page=35,False
PATO F1,watermelon,Tikiti Maji,True,https://www.tosci.go.tz/seed-varieties?page=35,False
PD4,tobacco,Tumbaku,True,https://www.tosci.go.tz/seed-varieties?page=35,False
Pendo 98 (Spanish),ground,Ground Nut,True,https://www.tosci.go.tz/seed-varieties?page=35,False
PERU F1,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=35,False
Pesa,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=35,False
PHB30A15,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=35,False
PHB30G97,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=35,False
PHB30H83,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=35,False
PHILEX,pumpkin,Boga,True,https://www.tosci.go.tz/seed-varieties?page=35,False
PICUS,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=35,False
Pilot F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=36,False
PK 449,pumpkin,Boga,True,https://www.tosci.go.tz/seed-varieties?page=36,False
PK F1,pumpkin,Boga,True,https://www.tosci.go.tz/seed-varieties?page=36,False
PLATO,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=36,False
PLENTY F1,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=36,False
Pluto F1,pumpkin,Boga,True,https://www.tosci.go.tz/seed-varieties?page=36,False
POLI,amaranth,Amaranth,True,https://www.tosci.go.tz/seed-varieties?page=36,False
Polista,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=36,False
PRETORIA F1,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=36,False
Prima F1,kale,Sukuma Wiki,True,https://www.tosci.go.tz/seed-varieties?page=36,False
PRIMARINO RZ F1.,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=36,False
PRINCE F1,cucumber,Tango,True,https://www.tosci.go.tz/seed-varieties?page=36,False
PRINCESS F1,watermelon,Tikiti Maji,True,https://www.tosci.go.tz/seed-varieties?page=36,False
PVH 2254,tobacco,Tumbaku,True,https://www.tosci.go.tz/seed-varieties?page=36,False
PVH 2259,tobacco,Tumbaku,True,https://www.tosci.go.tz/seed-varieties?page=36,False
PVH 2275,tobacco,Tumbaku,True,https://www.tosci.go.tz/seed-varieties?page=36,False
PW 416 F1,watermelon,Tikiti Maji,True,https://www.tosci.go.tz/seed-varieties?page=36,False
PW 417 F1,watermelon,Tikiti Maji,True,https://www.tosci.go.tz/seed-varieties?page=36,False
Pwani,cassava,Muhogo,True,https://www.tosci.go.tz/seed-varieties?page=36,False
Pwani H04,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=36,False
QUINA F1,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=37,False
R 570,sugarcane,Miwa,True,https://www.tosci.go.tz/seed-varieties?page=37,False
R 575,sugarcane,Miwa,True,https://www.tosci.go.tz/seed-varieties?page=37,False
R 579,sugarcane,Miwa,True,https://www.tosci.go.tz/seed-varieties?page=37,False
R570,sugarcane,Miwa,True,https://www.tosci.go.tz/seed-varieties?page=37,False
R85/1334,sugarcane,Miwa,True,https://www.tosci.go.tz/seed-varieties?page=37,False
RADAH F1,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=37,False
RADAR F1,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=37,False
Rakodzi,sorghum,Mtama,True,https://www.tosci.go.tz/seed-varieties?page=37,False
RAMBO F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=37,False
Rampart,kale,Sukuma Wiki,True,https://www.tosci.go.tz/seed-varieties?page=37,False
RANDAH F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=37,False
RANGER F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=37,False
Rangi Mbili,cassava,Muhogo,True,https://www.tosci.go.tz/seed-varieties?page=37,False
RAS F1,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=37,False
RAVA FSC,kale,Sukuma Wiki,True,https://www.tosci.go.tz/seed-varieties?page=37,False
RED BOMBAY,onion,Vitunguu,True,https://www.tosci.go.tz/seed-varieties?page=37,False
RED CARABIAN,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=37,False
RED COACH F1,onion,Vitunguu,True,https://www.tosci.go.tz/seed-varieties?page=37,False
RED CORNET F1,onion,Vitunguu,True,https://www.tosci.go.tz/seed-varieties?page=37,False
RED CREOLE,onion,Vitunguu,True,https://www.tosci.go.tz/seed-varieties?page=38,False
RED JET RZ F1,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=38,False
RED KING F1,onion,Vitunguu,True,https://www.tosci.go.tz/seed-varieties?page=38,False
RED KNIGHT X3R,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=38,False
RED MANTEL FCS,onion,Vitunguu,True,https://www.tosci.go.tz/seed-varieties?page=38,False
Red Mwitunde,ground,Ground Nut,True,https://www.tosci.go.tz/seed-varieties?page=38,False
RED PLANET,onion,Vitunguu,True,https://www.tosci.go.tz/seed-varieties?page=38,False
RED QUEEN F1,onion,Vitunguu,True,https://www.tosci.go.tz/seed-varieties?page=38,False
RED ROYALE F1,papaya,Papai,True,https://www.tosci.go.tz/seed-varieties?page=38,False
RED SANGA F1,onion,Vitunguu,True,https://www.tosci.go.tz/seed-varieties?page=38,False
RED THUNDER F1,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=38,False
REVELATION,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=38,False
RG 17,tobacco,Tumbaku,True,https://www.tosci.go.tz/seed-varieties?page=38,False
RIO GRANDE,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=38,False
RIONEX,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=38,False
RIZIKI – C1,wheat,Ngano,True,https://www.tosci.go.tz/seed-varieties?page=38,False
Riziki –C2,wheat,Ngano,True,https://www.tosci.go.tz/seed-varieties?page=38,False
ROCK F1,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=38,False
Rodeo,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=39,False
Rojo,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=39,False
ROMA VF,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=39,False
ROMUS F1,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=39,False
Rosenda,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=39,False
Rossy F1,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=39,False
Royal 703 F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=39,False
Royal 705 F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=39,False
RUBY F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=39,False
RUBY-PERFECTION F1,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=39,False
Rumba,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=39,False
Rungwe,ethiopian,Ethiopian Mustard,True,https://www.tosci.go.tz/seed-varieties?page=39,False
RUSSET F1,onion,Vitunguu,True,https://www.tosci.go.tz/seed-varieties?page=39,False
S1,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=39,False
S3,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=39,False
SAFA F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=39,False
SAFARI F1,papaya,Papai,True,https://www.tosci.go.tz/seed-varieties?page=39,False
SAFI F1,pumpkin,Boga,True,https://www.tosci.go.tz/seed-varieties?page=39,False
Sagita,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=39,False
SAHEM,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=39,False
SAIDAH,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=40,False
SAKILA20,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=40,False
Salina F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=40,False
SAMANTHA,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=40,False
Sana F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=40,False
SANGE SOYA 01,soybean,Soya,True,https://www.tosci.go.tz/seed-varieties?page=40,False
SANTA F1,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=40,False
Santorini F1,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=40,False
