variety_name,crop_type_en,crop_type_sw,tosci_certified,source_url,tpri_registered
UH 6303,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=55,False
UH615ST,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=56,False
UH6305,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=56,False
UHS 401,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=56,False
UHS 5210,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=56,False
UHS 5350,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=56,False
UK 171,cotton,Pamba,True,https://www.tosci.go.tz/seed-varieties?page=56,False
UK 173,cotton,Pamba,True,https://www.tosci.go.tz/seed-varieties?page=56,False
UK O8,cotton,Pamba,True,https://www.tosci.go.tz/seed-varieties?page=56,False
Ukerewe,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=56,False
Ukiriguru 1,peas,Mbaazi Ndogo,True,https://www.tosci.go.tz/seed-varieties?page=56,False
Ukiriguru Lishe 1,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=56,False
UKM 08,cotton,Pamba,True,https://www.tosci.go.tz/seed-varieties?page=56,False
ULT 123,tobacco,Tumbaku,True,https://www.tosci.go.tz/seed-varieties?page=56,False
ULT F 10,tobacco,Tumbaku,True,https://www.tosci.go.tz/seed-varieties?page=56,False
UTAM F1,watermelon,Tikiti Maji,True,https://www.tosci.go.tz/seed-varieties?page=56,False
UWEZO,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=56,False
Uyole 04,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=56,False
Uyole 16,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=56,False
UYOLE 17,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=56,False
UYOLE 18,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=57,False
Uyole 84,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=57,False
Uyole 90,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=57,False
Uyole 94,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=57,False
Uyole 96,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=57,False
Uyole 98,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=57,False
Uyole Nyeupe,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=57,False
Uyole Sangara,triticale,Triticale,True,https://www.tosci.go.tz/seed-varieties?page=57,False
Uyole Soya 4,soybean,Soya,True,https://www.tosci.go.tz/seed-varieties?page=57,False
VALOURO RZ F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=57,False
VERDURA,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=57,False
VI037614,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=57,False
VICTORIA F1,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=57,False
VICTORY F1,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=57,False
VILLANI F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=57,False
Viri,wheat,Ngano,True,https://www.tosci.go.tz/seed-varieties?page=57,False
VL-642 F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=57,False
Voyager,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=57,False
Vuli -I,cowpea,Choroko,True,https://www.tosci.go.tz/seed-varieties?page=57,False
Vuli-2,cowpea,Choroko,True,https://www.tosci.go.tz/seed-varieties?page=58,False
Vuli-3,cowpea,Choroko,True,https://www.tosci.go.tz/seed-varieties?page=58,False
Vuli-4,cowpea,Choroko,True,https://www.tosci.go.tz/seed-varieties?page=58,False
VULI-5AR,cowpea,Choroko,True,https://www.tosci.go.tz/seed-varieties?page=58,False
VULI-6AR,cowpea,Choroko,True,https://www.tosci.go.tz/seed-varieties?page=58,False
Vumba,sorghum,Mtama,True,https://www.tosci.go.tz/seed-varieties?page=58,False
Vumilia,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=58,False
VUMILIA H1,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=58,False
VUMILIA K1,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=58,False
W 119 IS F1,watermelon,Tikiti Maji,True,https://www.tosci.go.tz/seed-varieties?page=58,False
W 120 IS F1,watermelon,Tikiti Maji,True,https://www.tosci.go.tz/seed-varieties?page=58,False
WAB450-12-2BLB-DV4,rice,Mchele/Mpunga,True,https://www.tosci.go.tz/seed-varieties?page=58,False
Wahi,sorghum,Mtama,True,https://www.tosci.go.tz/seed-varieties?page=58,False
WALTHAM BUTTERNUT,pumpkin,Boga,True,https://www.tosci.go.tz/seed-varieties?page=58,False
Wanja,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=58,False
WARIDI,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=58,False
WE 3102,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=58,False
WE 3117,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=58,False
WE 5135,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=58,False
WE 5141,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=58,False
WE 7118,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=59,False
WE 7133,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=59,False
WE2109,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=59,False
WE2112,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=59,False
WE3113,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=59,False
WE4102,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=59,False
WE4106,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=59,False
WE4110,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=59,False
WE4112,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=59,False
WE4114,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=59,False
WE4115,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=59,False
WH 403,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=59,False
WH 502,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=59,False
WH 505,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=59,False
WH509,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=59,False
WH605,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=59,False
WIFI NYEGERA,maharage,Maharage,True,https://www.tosci.go.tz/seed-varieties?page=59,False
XAMAN F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=59,False
YASH,watermelon,Tikiti Maji,True,https://www.tosci.go.tz/seed-varieties?page=59,False
YOLO WONDER,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=59,False
YUNNAN 85,tobacco,Tumbaku,True,https://www.tosci.go.tz/seed-varieties?page=60,False
ZARA F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=60,False
Zawadi 94,sesame,Ufuta,True,https://www.tosci.go.tz/seed-varieties?page=60,False
ZAWADI F1,watermelon,Tikiti Maji,True,https://www.tosci.go.tz/seed-varieties?page=60,False
ZEBRA F1,watermelon,Tikiti Maji,True,https://www.tosci.go.tz/seed-varieties?page=60,False
Ziada 94,sesame,Ufuta,True,https://www.tosci.go.tz/seed-varieties?page=60,False
Zinia,ornamental,Ornamental Flower,True,https://www.tosci.go.tz/seed-varieties?page=60,False
ZIYA F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=60,False
ZMS 402,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=60,False
ZMS 405,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=60,False
ZMS 520,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=60,False
ZMS 528,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=60,False
ZMS 606,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=60,False
ZMS 623,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=60,False
ZMS 638,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=60,False
ZMS 702,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=60,False
ZMS 720,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=60,False
ZMS 721,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=60,False
ZR8643,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=60,False
