/Users/deusjohn/Library/Python/3.9/lib/python/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
  warnings.warn(

=======================================================
  TOSCI DETAILED SCRAPER — SHAMBA SMART
  Website: https://tosci.go.tz/seed-varieties
=======================================================

  Reusing existing list: /Users/deusjohn/Documents/Shamba smart/scripts/output/tosci_list.csv
  Loaded 1174 varieties from cache

=======================================================
  PHASE 2 — Scraping variety detail pages
=======================================================
  [ 556/1174] MWANGAZA                       Tomato | — | yield:—
2026-05-24 20:44:43,790 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/mwanza-1: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/mwanza-1 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 557/1174] Mwanza 1                       Chickpeas | — | yield:—
2026-05-24 20:44:48,741 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/mwanza-2: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/mwanza-2 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 558/1174] Mwanza 2                       Chickpeas | — | yield:—
2026-05-24 20:44:53,691 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/mwendokasi: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/mwendokasi (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 559/1174] Mwendokasi                     Hot pepper | — | yield:—
2026-05-24 20:44:58,637 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/mwenezi: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/mwenezi (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 560/1174] Mwenezi                        Soya Bean [Glycine max | — | yield:—
2026-05-24 20:45:03,585 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/mydas: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/mydas (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 561/1174] MYDAS                          Cucumber | — | yield:—
2026-05-24 20:45:08,536 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/n-19: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/n-19 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 562/1174] N 19                           Sugar cane | — | yield:—
2026-05-24 20:45:13,486 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/n-25: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/n-25 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 563/1174] N 25                           Sugar cane | — | yield:—
2026-05-24 20:45:18,441 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/n-30: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/n-30 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 564/1174] N 30                           Sugar cane | — | yield:—
2026-05-24 20:45:23,389 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/n-39-1: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/n-39-1 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 565/1174] N 39-1                         Coffee | — | yield:—
2026-05-24 20:45:28,337 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/n-39-2: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/n-39-2 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 566/1174] N 39-2                         Coffee | — | yield:—
2026-05-24 20:45:33,275 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/n-39-3: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/n-39-3 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 567/1174] N 39-3                         Coffee | — | yield:—
2026-05-24 20:45:38,229 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/n-39-4: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/n-39-4 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 568/1174] N 39-4                         Coffee | — | yield:—
2026-05-24 20:45:43,183 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/n-39-5: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/n-39-5 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 569/1174] N 39-5                         Coffee | — | yield:—
2026-05-24 20:45:48,126 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/n-39-6: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/n-39-6 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 570/1174] N 39-6                         Coffee | — | yield:—
2026-05-24 20:45:53,071 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/n-39-7: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/n-39-7 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 571/1174] N 39-7                         Coffee | — | yield:—
2026-05-24 20:45:58,007 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/n-41: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/n-41 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 572/1174] N 41                           Sugar cane | — | yield:—
2026-05-24 20:46:02,953 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/n36: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/n36 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 573/1174] N36                            Sugar cane | — | yield:—
2026-05-24 20:46:07,900 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/n39-10: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/n39-10 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 574/1174] N39-10                         Coffee | — | yield:—
2026-05-24 20:46:12,837 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/n39-11: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/n39-11 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 575/1174] N39-11                         Coffee | — | yield:—
2026-05-24 20:46:17,779 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/n39-12: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/n39-12 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 576/1174] N39-12                         Coffee | — | yield:—
2026-05-24 20:46:22,721 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/n39-8: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/n39-8 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 577/1174] N39-8                          Coffee | — | yield:—
2026-05-24 20:46:27,670 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/n39-9: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/n39-9 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 578/1174] N39-9                          Coffee | — | yield:—
2026-05-24 20:46:32,612 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/n47: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/n47 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 579/1174] N47                            Sugar cane | — | yield:—
2026-05-24 20:46:37,551 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nachi-2015: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nachi-2015 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 580/1174] NACHI 2015                     Ground nut | — | yield:—
2026-05-24 20:46:42,484 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nachingwea-09: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nachingwea-09 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 581/1174] Nachingwea-09                  ? | — | yield:—
2026-05-24 20:46:47,424 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/naco-mtama1: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/naco-mtama1 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 582/1174] NACO MTAMA1                    Sorghum | — | yield:—
2026-05-24 20:46:52,374 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/naco-sh1: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/naco-sh1 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 583/1174] NACO SH1                       Sorghum | — | yield:—
2026-05-24 20:46:57,329 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/naco-sh2: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/naco-sh2 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 584/1174] NACO SH2                       Sorghum | — | yield:—
2026-05-24 20:47:02,260 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nalba9-2017: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nalba9-2017 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 585/1174] NALBA9-2017                    Bambaranut | — | yield:—
2026-05-24 20:47:07,206 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nalbam-06: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nalbam-06 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 586/1174] NalBam -06                     Bambaranut | — | yield:—
2026-05-24 20:47:12,148 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nalbam-22-2017: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nalbam-22-2017 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 587/1174] NALBAM 22- 2017                Bambaranut | — | yield:—
2026-05-24 20:47:17,092 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nalbam-03: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nalbam-03 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 588/1174] NalBam-03                      Bambaranut | — | yield:—
2026-05-24 20:47:22,045 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nalbam-04: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nalbam-04 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 589/1174] NalBam-04                      Bambaranut | — | yield:—
2026-05-24 20:47:26,983 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/naliendele-2016: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/naliendele-2016 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 590/1174] NALIENDELE 2016                Ground nut | — | yield:—
2026-05-24 20:47:31,939 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/naliendele-92-2: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/naliendele-92-2 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 591/1174] Naliendele 92                  Sesame | — | yield:—
2026-05-24 20:47:36,892 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/naliendele-09: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/naliendele-09 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 592/1174] Naliendele-09                  Ground nut | — | yield:—
2026-05-24 20:47:41,845 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nancy-rz-f1: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nancy-rz-f1 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 593/1174] NANCY RZ F1                    Tomato | — | yield:—
2026-05-24 20:47:46,797 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nantes: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nantes (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 594/1174] NANTES                         Carrot | — | yield:—
2026-05-24 20:47:51,742 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nantes-coreless: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nantes-coreless (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 595/1174] NANTES CORELESS                Carrot | — | yield:—
2026-05-24 20:47:56,693 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/narinut-2015: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/narinut-2015 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 596/1174] NARINUT 2015                   Ground nut | — | yield:—
2026-05-24 20:48:01,626 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nata-h-104: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nata-h-104 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 597/1174] NATA H 104                     Maize | — | yield:—
2026-05-24 20:48:06,576 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nata-h-105: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nata-h-105 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 598/1174] NATA H 105                     Maize | — | yield:—
2026-05-24 20:48:11,528 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nata-h401: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nata-h401 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 599/1174] NATA H401                      Maize | — | yield:—
2026-05-24 20:48:16,468 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nata-k-8: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nata-k-8 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 600/1174] NATA K 8                       Maize | — | yield:—
2026-05-24 20:48:17,997 [INFO]   Progress saved: 600 varieties → /Users/deusjohn/Documents/Shamba smart/scripts/output/progress/progress_600.json
2026-05-24 20:48:21,442 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nation-rz: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nation-rz (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 601/1174] NATION RZ                      Letuce | — | yield:—
2026-05-24 20:48:26,387 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/ndovu: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/ndovu (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 602/1174] NDOVU                          Watermelon | — | yield:—
2026-05-24 20:48:31,335 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nduruma: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nduruma (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 603/1174] Nduruma                        African Nightshade | — | yield:—
2026-05-24 20:48:36,287 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/neptune-f1: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/neptune-f1 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 604/1174] NEPTUNE F1                     Onion | — | yield:—
2026-05-24 20:48:41,232 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nerica-1: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nerica-1 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 605/1174] NERICA 1                       Paddy | — | yield:—
2026-05-24 20:48:46,176 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nerica-2: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nerica-2 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 606/1174] NERICA 2                       Paddy | — | yield:—
2026-05-24 20:48:51,121 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nerica-4: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nerica-4 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 607/1174] NERICA 4                       Paddy | — | yield:—
2026-05-24 20:48:56,058 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nerica-7: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nerica-7 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 608/1174] NERICA 7                       Paddy | — | yield:—
2026-05-24 20:49:00,991 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/ngoli: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/ngoli (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 609/1174] Ngoli                          Wheat | — | yield:—
2026-05-24 20:49:05,933 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nguruma: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nguruma (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 610/1174] NGURUMA                        ? | — | yield:—
2026-05-24 20:49:10,891 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nice-f1: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nice-f1 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 611/1174] Nice F1                        Callard | — | yield:—
2026-05-24 20:49:15,831 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nikomate-f1: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nikomate-f1 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 612/1174] NIKOMATE F1                    Tomato | — | yield:—
2026-05-24 20:49:20,775 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/njano: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/njano (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 613/1174] NJANO                          Mahindi | — | yield:—
2026-05-24 20:49:25,723 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/njano-uyole: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/njano-uyole (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 614/1174] Njano Uyole                    Bean | — | yield:—
2026-05-24 20:49:30,668 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/njombe-6: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/njombe-6 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 615/1174] Njombe 6                       Wheat | — | yield:—
2026-05-24 20:49:35,613 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/njoto-f1: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/njoto-f1 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 616/1174] NJOTO F1                       Cabbage | — | yield:—
2026-05-24 20:49:40,568 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nmd19: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nmd19 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 617/1174] NMD19                          Lablab bean | — | yield:—
2026-05-24 20:49:45,509 [WARNING] Failed https://www.tosci.go.tz/seed-varieties/nmd20: HTTPSConnectionPool(host='www.tosci.go.tz', port=443): Max retries exceeded with url: /seed-varieties/nmd20 (Caused by NameResolutionError("HTTPSConnection(host='www.tosci.go.tz', port=443): Failed to resolve 'www.tosci.go.tz' ([Errno 8] nodename nor servname provided, or not known)"))
  [ 618/1174] NMD20                          Lablab bean | — | yield:—
